participantId,householdSize,haveKids,age,educationLevel,interestGroup,joviality,engels,apartmentId,locationX,locationY,Education,Food,Recreation,Shelter,Wage,RentAdjustment
147,2,False,44,HighSchoolOrCollege,J,0.528698226,0.1730055615243317,289,1671.2103741323417,3222.1061909778978,0.0,4232.884446774438,8207.12546981472,12026.743692248549,52542.850702231895,0.0
148,2,False,37,Bachelors,A,0.266938991,0.2388821210034229,1076,-2609.2856113067774,6308.698483863476,0.0,4412.004544967856,4207.747524277969,9849.627415645124,145304.0854025695,0.0
149,2,False,26,Bachelors,A,0.80654106,0.2712826409328661,924,-389.0222599771563,5271.565401557664,0.0,6940.10783479201,8671.611084916116,9970.853599222291,29709.9215050409,0.0
150,2,False,44,Bachelors,H,0.20807405,0.2286385935385235,1129,-609.1483105484713,5206.932844784338,0.0,4361.2887870731965,4864.117104545091,9849.627415645124,135709.71177055858,0.0
151,2,False,46,Low,G,0.159854965,0.2473490985018319,1157,-631.70931394254,5149.228928762328,0.0,5098.001105358596,5662.922058063127,9849.627415645124,55487.34928218123,0.0
152,2,False,41,HighSchoolOrCollege,I,0.6089739,0.2887465342493179,14,2119.566426939381,5333.491746286379,0.0,6470.640717155658,3794.981302214385,12143.792292659728,52026.10882328192,0.0
153,2,False,23,HighSchoolOrCollege,A,0.758079342,0.273025434114751,152,-1598.21244043112,1727.7262699483656,0.0,8064.142585833973,7301.398879866502,14170.690614584975,43230.94282405541,0.0
155,2,False,55,Graduate,A,0.176618296,0.2127100138597809,1180,-469.82102227082703,5943.867019338775,0.0,4901.246331299157,8291.04253317064,9849.627415645124,168867.94842979926,0.0
156,2,False,52,HighSchoolOrCollege,J,0.466716971,0.2413996286427427,184,810.2347020030995,406.6006228343067,0.0,5894.841823245522,6349.994921442475,12174.5952833933,50978.30411244348,0.0
157,2,False,25,Graduate,J,0.254005742,0.2648934317289976,704,-1285.2922463067762,3278.644928762036,0.0,4306.827860567021,2090.16952128148,9861.721577152235,167483.6021603661,0.0
158,2,False,25,Graduate,J,0.468930899,0.2356628532752104,1,1077.6979444315298,648.4427163702453,0.0,5584.491037263396,5821.915943555082,12290.543809901808,111943.9204428823,0.0
159,2,False,39,HighSchoolOrCollege,G,0.24297235,0.2344292397206185,712,-1220.2857220235774,3468.3200284965706,0.0,3883.690943147208,2821.168285813324,9861.721577152235,76723.7569719632,0.0
160,2,False,52,Bachelors,F,0.168095803,0.237307697305544,991,-1631.9916221192786,6069.547463099791,0.0,4335.566666246897,4054.309898690903,9879.933961539416,130952.16151229363,0.0
162,2,False,36,HighSchoolOrCollege,B,0.936659644,0.1796453837012911,193,2488.067018234457,4043.913272530253,0.0,4664.394122795968,8892.907239279351,12407.151643584875,38506.26847567,0.0
163,2,False,26,HighSchoolOrCollege,D,0.225309113,0.1816939106084022,992,-1666.020644498376,6069.547463099791,0.0,3908.049655027072,7720.990690502823,9879.933961539416,76704.0996342514,0.0
164,2,False,27,Graduate,F,0.812453062,0.232604309170946,263,607.6839706255785,2383.4941895708853,0.0,8155.830513151849,7330.901215182334,19576.37841876953,69228.03559393264,0.0
165,2,False,30,Graduate,G,0.964990249,0.1927345835020786,147,588.4497540905923,3728.438009394122,0.0,5798.428461979056,6348.917716967993,17937.698013013036,91662.01150498573,0.0
166,2,False,21,Low,A,0.627739055,0.2510201775604925,171,1066.5144835227188,676.0876893531632,0.0,6169.893691837103,6118.8363709769255,12290.543809901808,50425.15122720578,0.0
167,2,False,49,HighSchoolOrCollege,F,0.846680285,0.1961821622406614,137,1366.2417429682478,4715.042752897177,0.0,6339.291355739267,8274.429442418656,17699.57049874757,50156.66506770027,0.0
168,1,False,48,Graduate,G,0.365595636,0.4012063042840028,308,1801.8258558068285,5166.503222823775,0.0,5891.638275283332,3218.7319458664333,5574.439594582357,96572.81781668896,0.0
169,1,False,24,HighSchoolOrCollege,J,0.364391587,0.3814729187599222,153,-1352.9677515710423,2071.867127636628,0.0,6531.526018578246,4972.001449463131,5618.332819736549,49487.35981867518,0.0
170,1,False,20,Bachelors,G,0.133248852,0.2812218516264979,967,-2721.353174109782,6862.8612194660855,0.0,4059.0089510265993,4771.926072910821,5602.5413490776255,129199.57619019788,0.0
171,1,False,58,Low,I,0.114389766,0.319998925441258,1069,-1550.046162256439,5606.726708601213,0.0,4206.24553043162,3335.7745424751474,5602.5413490776255,53495.3906339242,0.0
172,1,False,38,Graduate,I,0.575001936,0.3615504384838133,213,-1938.24722183466,1979.5064750943288,0.0,6410.070735616779,5554.68124540862,5764.6435702505205,91434.10429504373,0.0
173,1,False,19,Graduate,C,0.78521373,0.3011519223410158,180,-185.9292838076562,1611.8386125804957,0.0,6081.135365545193,5488.108624978475,8623.671659070256,88663.04194682259,507.27480347472095
174,1,False,43,Graduate,D,0.718049535,0.4062174536650039,203,1309.485952761432,3221.877213215748,0.0,8191.871864822771,5229.425801666514,6744.925598694138,28925.159845523933,0.0
175,1,False,22,HighSchoolOrCollege,I,0.481863571,0.2720460398772397,272,1784.5159809592983,3423.270929745536,0.0,4082.6877427321137,5160.009887699494,5764.6435702505205,49095.75176766463,0.0
176,1,False,24,Graduate,J,0.931237599,0.3321481315334313,12,359.2567913319125,4138.105315267985,0.0,7508.54176705166,6947.952757976187,8149.508803628273,51664.713018389375,0.0
177,1,False,23,HighSchoolOrCollege,E,0.495453274,0.3567579749255389,189,2424.172931701708,5373.974229311336,0.0,5924.785257237039,4873.973855665935,5808.536795404712,48392.41420035328,0.0
178,1,False,29,Bachelors,E,0.725246226,0.3617362965739237,30,573.0109209108848,1804.63524963616,0.0,3937.606916139193,133.26658080900555,6814.423205188275,59244.87861109982,757.1581339098083
179,1,False,44,Bachelors,F,0.900831449,0.2404769441324267,280,53.139653304594646,1093.9774101968076,0.0,6119.727797285713,10154.88140854497,9173.684057226084,34220.1097794398,0.0
180,1,False,34,Low,H,0.100777319,0.3577274504915527,180,-185.9292838076562,1611.8386125804957,0.0,4556.890092126124,65.1542478435931,8116.396855595535,49923.936882084265,0.0
181,1,False,22,HighSchoolOrCollege,E,0.787497465,0.2325777763084831,126,1250.1855937282917,4900.7977692411405,0.0,4418.561693627792,7337.267265177583,7242.382150441644,28483.7665359991,0.0
182,1,False,26,HighSchoolOrCollege,C,0.839659224,0.2224137305781478,151,1814.1135831871463,4467.798948828751,0.0,4197.988221120991,5812.540225040838,8864.152582786493,31454.58644185948,0.0
183,1,False,41,Graduate,F,0.109940826,0.4015626744982674,30,573.0109209108848,1804.63524963616,0.0,4366.525754124414,260.7533697653162,6246.554604755918,160527.71441118082,189.28953347745207
184,1,False,38,HighSchoolOrCollege,G,0.95269116,0.2053141391422943,186,1585.0218870416406,4034.334999464847,0.0,4451.021073635507,8142.158523918798,9085.8976069177,34807.54635506762,0.0
185,1,False,31,HighSchoolOrCollege,G,0.270514436,0.4099612402085302,30,573.0109209108848,1804.63524963616,0.0,4264.678207756594,80.69431077057578,6057.265071278466,76488.29779844316,0.0
186,1,False,38,Graduate,C,0.89222241,0.4807286788066753,135,579.159003004695,1695.6403485424544,0.0,6644.208906143403,248.15379445606044,6928.757609169629,66061.1827135203,1094.014359342573
187,1,False,44,Low,B,0.207533138,0.4206115911827182,135,579.159003004695,1695.6403485424544,0.0,4500.514064353645,0.0,6199.414702941247,48615.45238446434,364.671453114191
188,1,False,19,Bachelors,D,0.730336584,0.5233987641150372,378,1300.191531615812,4736.919919969827,0.0,6164.248346963584,398.8797839618713,5214.217880554143,96969.51597497184,823.2975600874963
189,1,False,53,Graduate,E,0.216100876,0.4850524692428417,378,1300.191531615812,4736.919919969827,0.0,4394.507750807663,0.0,4665.352840495812,149874.87070236864,274.43252002916546
190,1,False,31,Bachelors,H,0.61053033,0.3565452667988576,161,1780.2174866687778,3286.2648681083224,0.0,6270.198111172792,5448.721298491932,5867.061095610301,96692.76184191972,0.0
191,1,False,48,HighSchoolOrCollege,G,0.447070968,0.3885236251908223,177,1771.0196679998585,3327.219248047262,0.0,5744.974236838138,3174.6439435325497,5867.061095610301,48098.26360226809,0.0
192,1,False,59,HighSchoolOrCollege,I,0.262612842,0.4978701334096001,378,1300.191531615812,4736.919919969827,0.0,4466.98282096155,22.80410692377562,4482.397827143036,75203.81074273982,91.47750667638849
193,1,False,23,Bachelors,D,0.976160413,0.3588580622854508,299,1585.0218870416406,4034.334999464847,0.0,4014.036812359355,908.4338920415562,6263.112773354204,86523.63355694966,988.91254316119
194,1,False,23,Bachelors,A,0.162966636,0.4808761920692178,378,1300.191531615812,4736.919919969827,0.0,4096.964425632202,31.905780445832058,4390.920320466647,129063.08264048513,0.0
195,1,False,60,Graduate,B,0.058702708,0.4365980251591593,299,1585.0218870416406,4034.334999464847,0.0,4358.060947098835,19.962645211304103,5603.837744580078,152305.38563896052,329.6375143870634
196,1,False,28,Low,I,0.360151845,0.3204831171808272,216,1237.672759957125,509.5167099593709,0.0,5095.971767165206,4850.08620728363,5954.847545918685,39185.7473176562,0.0
197,1,False,30,HighSchoolOrCollege,C,0.901982488,0.3516794424438298,286,1273.5650927422346,3620.3684115523793,0.0,8153.607409542044,4862.566631836153,10168.5971607211,37833.30207838602,0.0
198,1,False,39,Bachelors,H,0.321634269,0.4447454711475297,299,1585.0218870416406,4034.334999464847,0.0,4341.646096269482,36.36625551603676,5384.079401655369,124531.5988847045,109.87917146235446
199,1,False,31,HighSchoolOrCollege,A,0.379086335,0.3442652500988687,296,1186.9602009739194,3164.371227730754,0.0,5847.705010130619,5124.968085693879,6013.371846124275,48192.56537397706,0.0
200,1,False,51,Graduate,H,0.122095522,0.4511071442726398,299,1585.0218870416406,4034.334999464847,0.0,4352.494822395032,21.77732843120517,5274.200230193014,149596.37487210572,0.0
201,1,False,54,HighSchoolOrCollege,A,0.203183443,0.4131488714362891,135,579.159003004695,1695.6403485424544,0.0,4193.293100714865,0.0,5956.3004008651205,73433.53585443826,121.55715103806368
202,1,False,25,HighSchoolOrCollege,A,0.985936814,0.1916217983624809,362,1275.8302520779328,4437.056256727496,0.0,4384.879742277999,8388.037640223361,10110.072860515513,41118.01463586216,0.0
203,1,False,24,HighSchoolOrCollege,J,0.939180121,0.3104365236541862,230,-844.9094888728669,1637.234473188592,0.0,6858.246912294087,7442.479012521792,7791.542187082893,35105.84072594126,0.0
204,1,False,33,Low,C,0.271944209,0.4357869431371455,135,579.159003004695,1695.6403485424544,0.0,4506.639635336004,0.0,5834.743249827056,47568.01044541765,0.0
205,1,False,37,HighSchoolOrCollege,I,0.194899452,0.2971930702352505,1191,-2741.9301309353727,6851.97126749714,0.0,4084.1441349552624,4055.708077574578,5602.5413490776255,73382.89587360127,0.0
206,1,False,52,HighSchoolOrCollege,D,0.365692745,0.3318979097002226,84,2466.0788073692256,5201.152719159174,0.0,6171.009387219298,6394.08275747359,6028.002921175672,46555.72744245654,0.0
207,1,False,30,Bachelors,B,0.814611008,0.4300671885008274,252,-752.3428065881178,1648.402113854796,0.0,4208.698029356279,206.55811429191093,5370.88458479797,67906.50484695981,848.0344081259951
208,1,False,56,HighSchoolOrCollege,E,0.371925591,0.2582958214163939,59,2259.3425408722505,5333.491746286379,0.0,4017.47695844647,5464.409129934966,6071.896146329864,46094.27440884061,0.0
209,1,False,24,HighSchoolOrCollege,C,0.25635218,0.4623129392975896,252,-752.3428065881178,1648.402113854796,0.0,4146.119563343826,16.562206150130244,4805.528312713973,72742.46169380861,282.6781360419984
210,1,False,18,Low,A,0.857673439,0.3187391083198037,233,-417.1527159269059,1687.149635267406,0.0,6810.599521723938,6538.888205657911,8017.8291281656975,28101.682906379592,0.0
211,1,False,20,Bachelors,F,0.214486332,0.4919648395223266,252,-752.3428065881178,1648.402113854796,0.0,4486.397521411147,15.87211422720815,4617.076222019307,124571.1448586078,94.2260453473328
212,1,False,60,HighSchoolOrCollege,D,0.748988452,0.2074543485254966,9,1274.271591356552,1163.5051209752276,0.0,4934.798578906988,11917.46706877152,6935.129574362302,28895.601527473034,0.0
213,1,False,44,Bachelors,I,0.961066785,0.4018080266496349,356,1420.1639208310576,4930.580077677792,0.0,3967.765879371688,233.8148042228591,5673.199351179287,52567.92536985276,630.3554834643652
214,1,False,33,HighSchoolOrCollege,C,0.300610569,0.4625242946848321,356,1420.1639208310576,4930.580077677792,0.0,4475.228295309916,0.0,5200.432738581013,70948.75986223467,157.5888708660913
215,1,False,31,Bachelors,A,0.089838002,0.4394559201411706,356,1420.1639208310576,4930.580077677792,0.0,3965.870952981812,15.78745863953697,5042.8438677149215,121556.63362923411,0.0
216,1,False,38,HighSchoolOrCollege,C,0.153900625,0.4981055908005936,252,-752.3428065881178,1648.402113854796,0.0,4507.283243629548,18.71751988787717,4522.850176671975,71031.53165326237,0.0
217,1,False,57,HighSchoolOrCollege,F,0.948411855,0.1772998040295675,80,589.7126864665483,3461.117029912494,0.0,3807.7449788578174,8860.65459473538,8807.907180941149,30566.43573984813,0.0
218,1,False,38,HighSchoolOrCollege,B,0.971074532,0.2504593816565403,953,131.2810672906894,4036.153564956029,0.0,5969.317055735483,9489.0264535907,8375.130071317408,27803.095805680343,0.0
219,1,False,57,HighSchoolOrCollege,I,0.955659284,0.5575363546161519,174,1489.1363131755288,3323.1177012933736,0.0,6155.705329634085,243.4900418073281,4641.70856005578,35514.57306699605,515.7453955617534
220,1,False,56,Graduate,F,0.79251329,0.2664592231088614,181,588.1769004542509,1477.886760892753,0.0,6624.733242128087,7468.885729702228,10768.471237828386,78392.26121750055,0.0
221,1,False,50,HighSchoolOrCollege,I,0.727868507,0.3224275106933316,376,589.7126864665483,3461.117029912494,0.0,5671.010639788622,4501.11426579156,7416.357626800417,43770.83055703042,436.25633098825983
222,1,False,44,HighSchoolOrCollege,G,0.617025806,0.3759780592799222,127,2219.8260684160687,4760.894146360397,0.0,6468.762234609611,4547.451870202184,6188.944746741042,45746.21630537404,0.0
223,1,False,43,Bachelors,F,0.700821194,0.2093684918343945,346,582.9124582493545,1776.051722536382,0.0,4508.379882688106,7938.95247822587,9085.8976069177,46148.545112153086,0.0
224,1,False,41,Low,G,0.28441375,0.5014973917524301,174,1489.1363131755288,3323.1177012933736,0.0,4409.605984383074,128.37370141267567,4254.8995133844655,46863.30169069181,128.93634889043835
225,1,False,49,HighSchoolOrCollege,E,0.004829228,0.4851197193708705,174,1489.1363131755288,3323.1177012933736,0.0,3887.478638817093,0.0,4125.963164494027,70629.07415622925,0.0
226,1,False,43,Bachelors,I,0.965943386,0.2993098517760366,107,212.2553022725848,1303.9692542544997,0.0,5689.036086504773,5199.572548684186,8118.57089046757,74635.0048759432,477.5629935569159
227,1,False,59,HighSchoolOrCollege,H,0.490213553,0.3817947495736818,72,-726.5390497675858,1381.9337094162383,0.0,6350.412697538124,3962.0169089715846,6320.624422203616,46147.69865857596,0.0
228,1,False,53,Bachelors,J,0.168680628,0.3751094651501051,376,589.7126864665483,3461.117029912494,0.0,4224.56541663557,57.55354356488289,6980.101295812157,119733.7320666138,0.0
229,1,False,41,Bachelors,G,0.68602034,0.3505080002659163,75,588.1769004542509,1516.0341391439815,0.0,4122.828927079373,216.66147223956972,7422.948472123504,78875.69721016008,1172.0444955984478
230,1,False,52,Bachelors,D,0.004466007,0.356829137299979,107,212.2553022725848,1303.9692542544997,0.0,4239.2067397316605,0.0,7641.007896910654,118393.866520155,0.0
231,1,False,59,HighSchoolOrCollege,A,0.902213545,0.3634682260309466,100,-657.4419276597039,1584.005409368071,0.0,8102.448605353123,6625.326616388758,7564.265801572383,28238.040803012187,0.0
232,1,False,53,HighSchoolOrCollege,C,0.96685839,0.2419625132365944,235,1209.9860453247898,4886.716681195225,0.0,4278.88476855228,6162.814434419381,7242.382150441644,28242.40337782178,0.0
233,1,False,38,Graduate,A,0.263283426,0.3880134222498437,75,588.1769004542509,1516.0341391439815,0.0,4210.916387767788,0.0,6641.585475057872,146282.39493228402,390.6814985328159
234,1,False,43,Graduate,C,0.332411556,0.3717264919417578,214,-1776.287643757848,1691.4138204277806,0.0,6143.498094410635,4033.546363458761,6349.886572306411,87779.48525604703,0.0
235,1,False,29,Graduate,G,0.936585851,0.3014675810626144,159,529.0336503746969,4425.668816338874,0.0,3635.0280739779096,170.819972524573,8251.926328988056,62085.933232153664,916.8807032208952
236,1,False,44,Low,I,0.10774033,0.322503651699668,159,529.0336503746969,4425.668816338874,0.0,3616.25253135768,32.54084422715919,7564.265801572385,46054.07353393536,229.2201758052238
237,1,False,48,Graduate,C,0.110877355,0.3408753453182653,159,529.0336503746969,4425.668816338874,0.0,3803.0993589130553,18.71751988787717,7335.045625767161,145055.5120074021,0.0
238,1,False,21,Low,A,0.256101892,0.410749083528995,75,588.1769004542509,1516.0341391439815,0.0,4473.557381518558,36.5284277035618,6381.131142702661,43880.34740153583,130.2271661776053
239,1,False,45,Low,I,0.795405195,0.3228529026504551,83,223.3754341990981,1819.396027549656,0.0,8229.615268460437,9579.363899474556,7681.314401983562,27826.114262780626,0.0
240,1,False,21,Graduate,J,0.641752748,0.3239998431568001,125,2423.1213407945315,4360.755472811068,0.0,5946.374059081777,5925.074932740021,6481.566247768987,88344.06741920827,0.0
241,1,False,30,HighSchoolOrCollege,I,0.088547964,0.3997380182052393,75,588.1769004542509,1516.0341391439815,0.0,4185.941327838085,34.86650987034647,6250.903976525056,69799.70045162589,0.0
242,1,False,26,Graduate,H,0.113248116,0.2275055357173714,1264,-713.3451653741274,6339.595899906177,0.0,3802.422766768532,7308.575424098292,5602.5413490776255,143576.97312016357,0.0
243,1,False,31,HighSchoolOrCollege,H,0.662515201,0.3591060015173134,327,1236.8571929820146,3263.0399509679964,0.0,6457.6851264058,5014.157606587544,6510.828397871781,27982.760911484656,0.0
244,1,False,30,HighSchoolOrCollege,I,0.969991586,0.3015164591731176,69,2050.180926104707,4374.926623500649,0.0,6219.744499828921,6171.169123739897,8237.295253936656,40233.62205667252,0.0
245,1,False,52,Graduate,C,0.859058201,0.4399851410435583,261,1314.7768850305797,3620.3684115523793,0.0,6177.360913985192,853.128010469239,7009.44183169271,86466.61382128412,1106.753973425165
246,1,False,30,HighSchoolOrCollege,B,0.968768651,0.3080528893586631,55,2153.389571449563,4760.551377277387,0.0,6798.107866744707,7237.42123180298,8032.460203217094,27929.505471840574,0.0
247,1,False,33,Low,B,0.867500339,0.3311462006985168,195,615.3098822064323,3201.003200456854,0.0,7715.693911887063,7215.29321659523,8368.97492939923,27956.00437747196,0.0
248,1,False,51,Bachelors,H,0.287889236,0.4159522880886767,261,1314.7768850305797,3620.3684115523793,0.0,4466.567970132197,0.0,6271.605849409267,117761.3938544424,368.9179911417216
249,1,False,25,Graduate,G,0.842954238,0.3561903095106895,231,1304.8852088806348,3526.737489827947,0.0,6039.820886479881,4104.202830299082,6812.7006106655,54340.6886232414,400.7470947450294
250,1,False,59,HighSchoolOrCollege,E,0.627740735,0.3533014623956157,331,1194.0937142886232,3263.0399509679964,0.0,6211.777336321658,4859.482078864941,6510.828397871781,45322.49606124717,0.0
251,1,False,58,HighSchoolOrCollege,D,0.386580333,0.3382897799222144,5,7.0589743819342985,79.96163671849988,0.0,5209.447650244325,3605.9331434257415,6583.983773128768,44621.6959749193,0.0
252,3,True,59,HighSchoolOrCollege,D,0.564718074,0.2046208072325546,702,-1180.704739876141,2615.334435880475,204.99912029105585,4331.42753063101,6728.659141480494,9902.98401052944,68893.4771067844,0.0
253,3,True,43,Graduate,G,0.560328176,0.2716302691391688,550,-1303.2969263511116,2567.8791799505025,204.99912029105585,6066.202537008348,6117.123876994034,9944.246443906646,141087.4147757993,0.0
254,3,True,23,Bachelors,D,0.17968177,0.2128642610658653,1026,-1666.020644498376,6069.547463099791,608.0860728582386,4353.405369506606,5610.130661486899,9879.933961539416,115059.6345534856,0.0
255,3,True,59,HighSchoolOrCollege,H,0.852187763,0.2421842170970241,824,-1662.4280260369487,3416.372256796572,1458.2962215809964,6303.801958692968,8116.297672830277,10150.558610792676,29451.878612794662,0.0
257,3,True,24,HighSchoolOrCollege,D,0.405851044,0.2582611502201245,600,-1373.405150320487,2606.631642651834,1458.2962215809964,6487.730719765744,7230.542169993835,9944.246443906646,67604.84255072381,0.0
258,3,True,37,Bachelors,G,0.951577316,0.2199985506246991,797,-1761.149906110346,4050.736798379685,1458.2962215809964,6449.2729947496855,7955.94788128487,13451.55328096916,38761.51701854387,0.0
259,3,True,31,HighSchoolOrCollege,J,0.19286307,0.2714807924590082,1141,-1631.9916221192786,6106.479357390968,608.0860728582386,4333.0598722988125,1139.7541289308415,9879.933961539416,69372.93697310971,0.0
260,3,True,52,Graduate,B,0.33366576,0.2490613870153561,645,-1220.8186625213898,3318.570415044307,1458.2962215809964,5664.189811080562,5592.8861858601285,10026.77131066106,126562.1263859596,0.0
261,3,True,29,HighSchoolOrCollege,H,0.465652496,0.1705773334191362,711,-1333.0886323717586,2688.886124497062,1458.2962215809964,4122.878260712918,8479.670695369341,10109.29617741547,65839.29731051427,0.0
263,3,True,31,HighSchoolOrCollege,A,0.223825175,0.2246790899051417,1390,-4602.758597842296,7604.489701961552,608.0860728582386,4430.158929712633,4791.962374787239,9887.510598012988,69288.31242903679,0.0
264,3,True,28,HighSchoolOrCollege,H,0.106440071,0.2008189525171509,1563,-4583.825739742862,7612.940521286146,608.0860728582386,4161.504567498214,6065.56719175695,9887.510598012988,69414.91481423032,0.0
265,3,True,44,Bachelors,D,0.048044295,0.2883052555821246,1644,-4575.481963235348,7332.423051909529,608.0860728582386,4481.240828646761,511.6211995683003,9942.441212446394,115448.61515181772,0.0
266,3,True,32,Graduate,F,0.972629863,0.1438437959653738,463,-1319.5426563934784,3722.227422063484,1458.2962215809964,4598.674996559954,11718.67411279117,14194.27708175887,77461.95376535664,0.0
268,3,True,53,HighSchoolOrCollege,G,0.041170737,0.2023956027442361,1664,-4575.481963235348,7528.30370916249,608.0860728582386,4021.4392974541615,5297.236319519601,9942.441212446394,69965.4149072406,0.0
269,3,True,56,HighSchoolOrCollege,F,0.36077235,0.1751278590643521,719,-1300.5005974065157,2680.4859984349114,1458.2962215809964,4155.930835041157,8007.314664883002,10109.29617741547,66095.16962534093,0.0
270,3,True,32,HighSchoolOrCollege,E,0.173976665,0.1976625493443755,1618,-4613.959919638699,5136.6586014369295,1171.1656343569832,4132.775487894549,5660.260180354096,9944.036001843298,68556.11375336013,0.0
271,3,True,57,HighSchoolOrCollege,D,0.331893543,0.2663406539616582,736,-2249.7800462578525,2506.043282990142,1458.2962215809964,6116.8035706278,5199.169693339549,10191.821044169885,64271.950271512615,0.0
272,3,True,47,HighSchoolOrCollege,F,0.669281126,0.2230749288607648,1031,-1612.7659337843802,4735.182641334957,1458.2962215809964,7532.967734301007,8403.116956061976,16374.397017389389,47773.10727987995,0.0
273,3,True,46,HighSchoolOrCollege,B,0.874083512,0.1801796423152526,816,-1863.614094415031,3489.744653848632,1458.2962215809964,4822.354493095676,8971.277704767566,11512.218912240476,34122.39309388747,0.0
274,3,True,44,HighSchoolOrCollege,G,0.79265137,0.2491589534199995,741,-2264.2549732775105,3108.376048340348,1458.2962215809964,6637.487376079025,6123.793937018614,12419.992446539009,43436.695625739696,0.0
275,3,True,60,HighSchoolOrCollege,F,0.173802734,0.2371380087919836,1153,-1917.968290838215,5797.276162062822,608.0860728582386,4328.7214752223945,3316.050282552631,10001.160145116586,68758.61009742894,0.0
276,3,True,50,Bachelors,A,0.107405002,0.2281389720929168,1438,-4500.939887921801,5116.566482675666,1171.1656343569832,5111.219522477949,6011.167815429293,10110.42069163149,111933.55406678782,0.0
277,3,True,34,HighSchoolOrCollege,E,0.836787725,0.2896528612714598,517,-670.0361384681796,4866.766649665868,608.0860728582386,8351.733217585403,6250.617042444585,13623.158408502017,39557.69475610844,0.0
278,3,True,56,Bachelors,B,0.259541618,0.2452121875518735,1589,-4449.548264617071,5116.566482675666,1171.1656343569832,4468.574489445521,2473.136052712962,10110.42069163149,107861.35543612922,0.0
280,3,True,25,Bachelors,J,0.102762652,0.2293006355262663,1090,-2633.517834631224,6603.307584710206,608.0860728582386,3939.028650862832,2508.945234148636,10122.386328693758,107661.52311096046,0.0
281,3,True,27,HighSchoolOrCollege,C,0.478284265,0.291586986702469,754,-2228.90222267179,2520.6679795653527,1458.2962215809964,6621.300379996407,4436.387167067225,10191.821044169885,61673.93350625453,0.0
282,3,True,38,HighSchoolOrCollege,B,0.109360456,0.2469038786458266,1244,-2610.5184815063512,6618.97054327486,608.0860728582386,4404.023186359664,2702.4991588458506,10122.386328693758,66830.45089085923,0.0
283,3,True,60,Graduate,D,0.880967299,0.1933942838824868,757,-706.5287818001921,4880.471423292969,608.0860728582386,6719.547938745634,7460.128230127188,19957.566337001223,91891.38788476551,0.0
284,3,True,52,HighSchoolOrCollege,B,0.754293139,0.1799300972845546,1110,-597.8866256478386,6029.0945634691525,608.0860728582386,4406.282907183312,9321.79783967098,10152.692874588049,30523.462989211617,0.0
286,3,True,20,HighSchoolOrCollege,E,0.476984055,0.2750842225862213,496,-1450.8738582961375,2691.586291343177,1458.2962215809964,6562.243876318169,5515.320509746206,10319.53834843734,60424.65410894591,0.0
287,3,True,51,HighSchoolOrCollege,E,0.599616007,0.2471478555844774,713,-2487.390748387402,2608.1347987170006,1458.2962215809964,6591.872880362195,8226.382906939576,10395.22656986776,56742.13837174656,0.0
289,3,True,35,Graduate,E,0.955240694,0.2143454976686079,510,-550.3361529454938,4886.612310308839,608.0860728582386,6741.719670805096,8204.855877113694,15897.921914372522,92757.3107452555,0.0
290,3,True,43,Graduate,A,0.271552097,0.1901026206187664,1056,-571.7912026399204,6029.0945634691525,608.0860728582386,4220.172551579851,7218.492873931896,10152.692874588049,140700.78638572685,0.0
291,3,True,37,Low,E,0.370084679,0.1991267990719916,717,-2444.6349653089865,2576.3207448849457,1458.2962215809964,4586.669020436589,6593.719453761725,10395.22656986776,40578.215404504925,0.0
292,3,True,27,Bachelors,B,0.686374918,0.2426333274141578,514,-567.7565018610546,4873.227525333588,608.0860728582386,6637.334913368274,6416.267574305977,13693.72458120305,44235.02045571938,0.0
293,3,True,31,HighSchoolOrCollege,F,0.126082302,0.1938555882456354,1251,-584.8389141438795,6072.416597485497,608.0860728582386,4219.760920945832,6787.008640959853,10152.692874588049,66310.26665269404,0.0
294,3,True,24,HighSchoolOrCollege,G,0.847052228,0.2550938091298554,485,-2521.191949079259,4569.7115339721695,1458.2962215809964,6716.623446774447,7096.761720340648,11058.332145091208,31588.40939820544,0.0
295,3,True,41,Graduate,F,0.439355556,0.2287967391769922,774,-2466.012856848194,2592.227771800973,1458.2962215809964,5698.58930753404,7354.664667296787,10395.22656986776,120336.92313887934,0.0
296,3,True,39,Graduate,H,0.548350934,0.2704559752723988,488,-1449.2997831281382,2620.799821233879,1458.2962215809964,6619.865794277209,5922.353385610002,10476.169898643166,115867.67331348524,0.0
297,3,True,53,HighSchoolOrCollege,D,0.057905387,0.2666165879051572,1517,-4347.353246479461,7602.587584324485,608.0860728582386,4206.649999197844,702.6892374520608,10260.475203922266,65466.100547407645,0.0
299,3,True,35,HighSchoolOrCollege,I,0.5149016,0.1757317038642474,544,-2247.098703128385,2849.4522770820936,1458.2962215809964,4101.834347095145,7218.145409070649,10563.182944564736,56393.02497104945,0.0
300,3,True,58,HighSchoolOrCollege,H,0.21434781,0.1994408282605355,1643,-4381.8091129409,7602.587584324485,608.0860728582386,4262.391825772384,6240.758311542795,10260.475203922266,64843.01027170437,0.0
302,3,True,44,HighSchoolOrCollege,A,0.254585434,0.2222967443185511,1389,-4500.973447034674,4816.8881400610535,1171.1656343569832,4344.735223531286,3592.036583412479,10436.816742347044,65349.13531975841,0.0
303,3,True,34,Graduate,F,0.543218407,0.2555367858522705,694,-2194.538213274417,2838.0164709864057,1458.2962215809964,6521.774448310563,6978.607852803819,10563.182944564736,111756.50372912548,0.0
