participantId,venueId,venueType,count,distance
261,1343,Pub,38,1198.286063764884
261,894,Pub,55,1233.231122318065
261,893,Pub,189,1228.926042125726
261,892,Pub,167,1142.6099884109783
261,895,Restaurant,17,1218.1629631425117
263,1805,Restaurant,1,2215.14957666436
263,1802,Restaurant,8,1108.7530330950965
263,1801,Restaurant,4,1738.0151320228636
263,1800,Pub,36,1476.4029156394304
263,1799,Pub,30,1779.8939969783416
263,1804,Restaurant,105,597.965884358574
263,1344,Pub,26,5748.306948067277
263,1342,Pub,189,5050.090152864822
263,899,Restaurant,329,4894.610816522568
263,448,Restaurant,36,6198.226451100456
263,1798,Pub,36,1785.446651539747
264,1804,Restaurant,277,588.5273712953747
264,1802,Restaurant,17,1105.8078547812104
264,1801,Restaurant,5,1726.6596206803863
264,1800,Pub,320,1473.2791670829167
264,1799,Pub,29,1780.34409907873
264,1344,Pub,21,5739.400092572575
264,1342,Pub,23,5038.153851536691
264,899,Restaurant,3,4885.38235813866
264,448,Restaurant,2,6186.437113200649
264,1798,Pub,51,1776.0569215939154
265,1800,Pub,6,1240.0271934538032
265,1804,Restaurant,132,454.3045112854424
265,1799,Pub,17,1521.2054893961915
265,1805,Restaurant,324,1948.5371578402733
265,1344,Pub,2,5554.399006633375
265,1342,Pub,8,4892.681070056111
265,448,Restaurant,2,6037.863252132943
265,1798,Pub,5,1605.8906291761373
266,892,Pub,25,225.50472966913932
266,893,Pub,366,332.61597865038163
266,894,Pub,26,408.908008661478
266,895,Restaurant,241,338.4850487348963
266,1343,Pub,24,835.7252383448551
266,1344,Pub,121,1104.667454349553
268,1805,Restaurant,4,2134.2770995895003
268,1804,Restaurant,103,531.3480212266539
268,1802,Restaurant,4,1030.0841624773304
268,1800,Pub,78,1397.816455724549
268,1799,Pub,66,1699.1254823185966
268,1801,Restaurant,11,1674.854482028952
268,1348,Restaurant,323,4246.590715485634
268,1344,Pub,43,5678.292510587907
268,1342,Pub,42,4988.006168054582
268,899,Restaurant,4,4825.349199400672
268,448,Restaurant,6,6135.628952999653
268,1798,Pub,116,1717.0324208209786
269,1344,Pub,106,1609.002714109094
269,1343,Pub,37,1182.0790715449568
269,899,Restaurant,3,1878.9880292373816
269,897,Restaurant,290,973.9786183360068
269,896,Restaurant,1,1804.6561739668011
269,894,Pub,42,1251.3344132866175
269,893,Pub,244,1244.7808811416876
269,892,Pub,33,1156.770907728546
269,895,Restaurant,21,1234.4354065586977
27,1805,Restaurant,6,2381.7020939968143
27,1802,Restaurant,4,2655.7753172445773
27,1801,Restaurant,3,1885.2619842038596
27,1800,Pub,67,2356.5438250665684
27,1799,Pub,61,2373.1296947179417
27,1798,Pub,42,1857.579658377312
27,1344,Pub,32,2213.4627149482194
27,1342,Pub,160,1434.07580781638
27,899,Restaurant,1,1365.3675950283398
27,897,Restaurant,322,2323.763876933942
27,448,Restaurant,14,2577.6279975854377
27,1345,Restaurant,112,422.63894232657447
270,1805,Restaurant,235,773.8311042537292
270,1802,Restaurant,11,1652.4576721761769
270,1800,Pub,67,1478.131290721752
270,1799,Pub,62,1093.6386917344605
270,1798,Pub,291,1948.598814729023
270,1801,Restaurant,59,2130.9639272369595
270,1344,Pub,67,4564.972287031425
270,1342,Pub,44,4354.904769066489
270,899,Restaurant,17,3846.548486906583
270,448,Restaurant,10,5364.082018098818
270,1345,Restaurant,1,3509.7211956845013
271,1344,Pub,42,2445.0803813057964
271,1343,Pub,60,2037.123178631785
271,899,Restaurant,7,2450.8147164230286
271,898,Restaurant,322,1898.773116490356
271,895,Restaurant,121,1502.8905936158749
271,894,Pub,225,1465.4468045663805
271,893,Pub,70,1522.0178912814874
271,892,Pub,102,1496.4780256118004
271,897,Restaurant,287,901.0903336678264
272,899,Restaurant,11,826.8136498269722
272,1344,Pub,124,1630.3401281785982
272,898,Restaurant,645,422.5326339643463
272,1343,Pub,27,1623.5785771712617
272,894,Pub,33,874.3264466453411
272,893,Pub,281,848.6995868264808
272,892,Pub,29,924.0924621432184
272,895,Restaurant,49,863.214179722128
273,892,Pub,46,469.7404934604671
273,893,Pub,110,471.5465808111348
273,894,Pub,67,408.80365926141377
273,895,Restaurant,13,451.6653663268467
273,897,Restaurant,433,174.69244662358443
273,899,Restaurant,1,1449.9123032164675
273,1343,Pub,206,1363.5897594346018
273,1344,Pub,50,1683.0991143473316
274,1344,Pub,23,2178.809107028689
274,1343,Pub,346,1817.6871361638232
274,897,Restaurant,609,378.4419463584361
274,899,Restaurant,1,2003.0332126274216
274,894,Pub,43,942.7237950999984
274,893,Pub,32,1017.4136000487358
274,892,Pub,30,1022.869583093646
274,895,Restaurant,58,997.1360688950222
275,1805,Restaurant,322,2032.598216542104
275,1801,Restaurant,10,1499.636698172843
275,1800,Pub,12,1962.928944101752
275,1799,Pub,14,1992.5391868426248
275,1798,Pub,103,1464.6828982922798
275,1344,Pub,43,2558.600974678538
275,1342,Pub,22,1828.1073373861548
275,899,Restaurant,6,1701.0527812466992
275,448,Restaurant,1,2969.5423649614627
275,1345,Restaurant,125,742.8095014489516
276,1805,Restaurant,109,686.5145883827461
276,1802,Restaurant,2,1633.2095783569466
276,1801,Restaurant,12,2069.2579448406077
276,1800,Pub,48,1436.1970952093754
276,1799,Pub,54,1040.1737941187769
276,1344,Pub,18,4450.808974220857
276,1342,Pub,169,4241.446230605212
276,448,Restaurant,28,5249.369111049131
276,1798,Pub,37,1883.372785571264
276,899,Restaurant,1,3731.761128952267
277,892,Pub,389,1355.1871823427314
277,893,Pub,37,1357.2589937356154
277,894,Pub,22,1438.2769183234498
277,895,Restaurant,90,1377.6001806857582
277,898,Restaurant,20,1219.3610879729292
277,899,Restaurant,602,399.1442893737442
277,1343,Pub,25,1325.9579212437595
277,1344,Pub,20,1083.8780234002684
277,1347,Restaurant,39,556.3441700979121
277,1349,Restaurant,5,525.8225124700836
278,1342,Pub,12,4190.066428591717
278,1805,Restaurant,116,644.2402745469034
278,1802,Restaurant,3,1618.2793070471218
278,1801,Restaurant,1,2035.728305464908
278,1800,Pub,84,1411.6867583155706
278,448,Restaurant,2,5198.473666346932
278,1798,Pub,20,1848.5183906614636
278,1344,Pub,10,4401.470356819501
278,899,Restaurant,323,3681.092060619894
278,1799,Pub,29,1011.5158751588064
28,1799,Pub,79,2369.87578972942
28,1803,Restaurant,322,2210.5061182952254
28,1802,Restaurant,4,2646.129413469715
28,1801,Restaurant,3,1871.6503693284792
28,1800,Pub,69,2348.952308771509
28,1805,Restaurant,2,2383.499046546506
28,1798,Pub,62,1846.2958781851164
28,1344,Pub,70,2233.821411693664
28,1342,Pub,335,1445.3005292168193
28,899,Restaurant,5,1386.8561899994324
28,448,Restaurant,19,2590.101028848983
28,1345,Restaurant,103,411.50455503429146
280,1802,Restaurant,1,1371.137318567464
280,1801,Restaurant,115,507.2713167930274
280,1800,Pub,14,1186.1912951499503
280,1799,Pub,61,1419.8241588290296
280,1805,Restaurant,3,1704.2876339544762
280,1344,Pub,64,3636.417375865985
280,1342,Pub,17,2849.3576472664945
280,899,Restaurant,8,2778.666032022442
280,448,Restaurant,325,3998.58179221553
280,1798,Pub,21,587.7114410806439
281,1344,Pub,97,2419.592903665954
281,1343,Pub,93,2011.699750978136
281,899,Restaurant,23,2426.775339443903
281,897,Restaurant,295,881.2019967032319
281,896,Restaurant,322,1767.502178641107
281,894,Pub,84,1444.150627486776
281,893,Pub,61,1500.014995337538
281,892,Pub,69,1473.613475061061
281,895,Restaurant,94,1480.9480425428928
282,1805,Restaurant,324,1731.947185785703
282,1802,Restaurant,3,1393.4243593989318
282,1801,Restaurant,132,528.2694696765277
282,1800,Pub,95,1211.8894103445475
282,1799,Pub,16,1447.4063369840885
282,1798,Pub,27,613.4388837488165
282,1342,Pub,22,2838.9895168099697
282,448,Restaurant,1,3988.161510260916
282,1344,Pub,12,3633.033218573704
282,899,Restaurant,1,2775.672327733393
283,892,Pub,108,1343.307921398697
283,893,Pub,78,1342.3959486890378
283,894,Pub,189,1422.0574848485796
283,895,Restaurant,52,1362.7212945843878
283,898,Restaurant,2,1192.6081220817491
283,899,Restaurant,619,399.93900067803446
283,1343,Pub,56,1344.6333399540267
283,1344,Pub,60,1111.676728862769
283,1347,Restaurant,1,518.4223680612358
284,1348,Restaurant,169,292.5976887632309
284,1344,Pub,76,2182.9647828413417
284,1343,Pub,198,2479.398998451402
284,1342,Pub,97,1058.1845864597246
284,892,Pub,75,2400.0984718562977
284,895,Restaurant,19,2388.291597721087
284,893,Pub,102,2369.0972195916515
284,1349,Restaurant,1,1425.7533524631738
284,899,Restaurant,254,1548.003934259228
284,448,Restaurant,2,2087.7408017409225
286,899,Restaurant,7,1912.387971359081
286,1344,Pub,33,1705.3487748663235
286,897,Restaurant,275,865.3523188619525
286,896,Restaurant,322,1730.7732731122248
286,1343,Pub,47,1281.02549109067
286,894,Pub,37,1200.56418260164
286,893,Pub,51,1205.2928500726389
286,892,Pub,294,1126.1246757834033
286,895,Restaurant,125,1192.9376703373362
287,892,Pub,359,1543.844905924981
287,893,Pub,43,1551.1863469317225
287,894,Pub,56,1482.195589576303
287,895,Restaurant,43,1531.1676746384535
287,897,Restaurant,319,909.0206704763456
287,899,Restaurant,324,2519.09222291253
287,1343,Pub,36,2198.66503098915
287,1344,Pub,33,2593.6344177778155
289,1347,Restaurant,1,673.2695850390611
289,1344,Pub,26,1059.450647903086
289,1343,Pub,29,1335.935272968415
289,899,Restaurant,613,474.16107342151565
289,894,Pub,30,1539.5732550744185
289,895,Restaurant,42,1476.531021254414
289,893,Pub,36,1456.198575093446
289,892,Pub,441,1448.3292355534618
289,898,Restaurant,17,1336.4162297954913
29,1344,Pub,32,2629.2646450602083
29,442,Pub,22,1518.3061254396123
29,443,Pub,282,652.719780104552
29,447,Restaurant,322,3654.2774470121
29,448,Restaurant,4,1586.386957731051
29,449,Restaurant,117,1165.701225818494
29,1342,Pub,28,2484.3019739822435
29,1343,Pub,26,3012.61486367843
290,1348,Restaurant,119,285.6741904636125
290,1344,Pub,33,2178.6700100839344
290,1801,Restaurant,322,2643.6800023149044
290,1342,Pub,268,1050.1546919606485
290,1343,Pub,12,2478.520938515914
290,895,Restaurant,5,2399.608952793367
290,899,Restaurant,2,1551.97871224365
290,893,Pub,21,2380.3489824435774
290,892,Pub,27,2410.298373567989
290,448,Restaurant,12,2071.6410458815712
291,1343,Pub,22,2174.2066100147035
291,899,Restaurant,1,2515.2265239025014
291,898,Restaurant,1,1891.1321773048087
291,897,Restaurant,234,913.7791687908298
291,1344,Pub,17,2572.391960680004
291,894,Pub,30,1487.4919374612914
291,893,Pub,30,1554.099807246116
291,892,Pub,325,1542.986039548171
291,895,Restaurant,23,1534.217985091889
292,1349,Restaurant,1,626.460039454812
292,1344,Pub,50,1052.2463907360095
292,1343,Pub,198,1323.3182814682305
292,899,Restaurant,638,453.27746386791614
292,898,Restaurant,4,1315.070221625093
292,894,Pub,50,1517.6592397873394
292,893,Pub,101,1434.34573395708
292,892,Pub,52,1426.7110362421788
292,895,Restaurant,51,1454.6792116091397
293,1343,Pub,24,2522.2235928153136
293,1348,Restaurant,120,247.36337024322577
293,1344,Pub,101,2223.522119287182
293,1342,Pub,36,1095.3973850629
293,1801,Restaurant,323,2620.777891077721
293,895,Restaurant,21,2433.029663751532
293,448,Restaurant,2,2113.928599995782
293,899,Restaurant,9,1592.7678525367314
293,893,Pub,224,2413.8541326521367
293,892,Pub,15,2445.102585772553
294,892,Pub,63,1249.6652406261487
294,893,Pub,63,1139.8722031371185
294,894,Pub,51,1079.8799661163882
294,895,Restaurant,92,1137.2665699868653
294,898,Restaurant,2,783.099647043236
294,899,Restaurant,6,1701.8065826270197
294,1343,Pub,382,2261.8705150050628
294,1344,Pub,47,2397.219087520516
294,1349,Restaurant,1,1353.5598995799644
294,896,Restaurant,591,486.8237611857586
295,1344,Pub,124,2582.8975780069995
295,898,Restaurant,1,1884.0514134886955
295,1343,Pub,26,2186.307641438209
295,899,Restaurant,10,2517.019070108241
295,895,Restaurant,330,1532.4619372325706
295,894,Pub,26,1484.6070076400442
295,893,Pub,229,1552.4150859686108
295,892,Pub,24,1543.1854905174434
295,897,Restaurant,112,911.013406368256
296,1344,Pub,20,1754.2357279988844
296,1343,Pub,34,1328.458243387322
296,899,Restaurant,3,1978.8607750375584
296,897,Restaurant,626,922.7210291422734
296,894,Pub,28,1270.1775492277598
296,893,Pub,156,1275.6988313054917
296,892,Pub,175,1196.8653352905353
296,895,Restaurant,88,1263.239679435061
297,1799,Pub,17,1694.0150220460237
297,1804,Restaurant,142,425.0071415666111
297,1801,Restaurant,1,1527.486080768258
297,1800,Pub,6,1352.130608243482
297,1805,Restaurant,1,2149.273604815381
297,1798,Pub,6,1592.87061807028
297,1344,Pub,6,5555.029842005216
297,448,Restaurant,1,5980.235762930138
297,1345,Restaurant,322,3624.324261593724
297,1342,Pub,13,4831.225886412966
297,899,Restaurant,2,4698.811641282744
299,892,Pub,40,1205.9415109384547
299,893,Pub,39,1217.7522301137233
299,894,Pub,325,1152.7588570315518
299,895,Restaurant,26,1197.944898127549
299,897,Restaurant,269,579.6317439930554
299,899,Restaurant,1,2179.2602473602924
299,1343,Pub,24,1881.580062862411
299,1344,Pub,26,2267.858074032428
3,1805,Restaurant,9,2380.504376003811
3,1802,Restaurant,3,2674.220750705243
3,1801,Restaurant,3,1910.5723242927347
3,1800,Pub,36,2371.553372614745
3,1799,Pub,258,2380.694380587098
3,1798,Pub,42,1878.993573397452
3,1342,Pub,45,1414.2515245246768
3,1344,Pub,37,2177.52562776232
3,899,Restaurant,3,1327.6163642315826
3,449,Restaurant,323,3361.0119774773048
3,448,Restaurant,4,2555.2582177252907
3,1345,Restaurant,109,443.7043052450813
30,1349,Restaurant,1,2577.1695594280004
30,1344,Pub,92,1305.0459635309376
30,1342,Pub,45,2290.451443539634
30,899,Restaurant,2,2163.7835909558776
30,449,Restaurant,4,1298.0995451278277
30,898,Restaurant,321,2824.746669093131
30,446,Restaurant,16,1762.6082040579663
30,442,Pub,61,1092.9655766965232
30,443,Pub,357,1802.10120615522
30,448,Restaurant,10,1455.7387317678113
30,445,Restaurant,257,936.4988584925676
30,444,Pub,71,2006.3587005641195
300,1804,Restaurant,262,443.5076306466863
300,1802,Restaurant,72,1004.7617029083212
300,1801,Restaurant,7,1554.9497006492477
300,1800,Pub,404,1366.5397312127918
300,1799,Pub,43,1703.3736759142523
300,1805,Restaurant,23,2156.2626879759987
300,1344,Pub,28,5580.641431901135
300,1798,Pub,32,1617.6585057075342
300,448,Restaurant,5,6009.335041258538
300,1803,Restaurant,1,1275.3914705613142
300,899,Restaurant,6,4724.725394232776
300,1342,Pub,27,4860.407991359998
302,448,Restaurant,33,5216.513021317595
302,899,Restaurant,4,3693.900343102897
302,1342,Pub,154,4245.676225240625
302,1798,Pub,29,2111.5774915376714
302,1799,Pub,33,1296.9284550582097
302,1800,Pub,21,1703.6797971232716
302,1801,Restaurant,327,2303.0278251597515
302,1802,Restaurant,3,1920.7997209839812
302,1805,Restaurant,91,887.5519800511843
302,1344,Pub,17,4376.926278724117
303,1344,Pub,93,2226.461591354862
303,1343,Pub,13,1837.3319774861543
303,899,Restaurant,14,2154.027830005588
303,897,Restaurant,592,568.9279812820992
303,894,Pub,18,1139.183794093072
303,893,Pub,307,1201.0122989107292
303,892,Pub,27,1184.637473443761
303,895,Restaurant,77,1181.420873838402
304,1342,Pub,10,4874.442152158197
304,1344,Pub,5,5580.947365761428
304,1798,Pub,12,1616.99227110754
304,1799,Pub,9,1662.4556969067648
304,1800,Pub,154,1337.44838849458
304,1801,Restaurant,322,1563.807055862917
304,1802,Restaurant,8,972.2060248847636
304,1804,Restaurant,125,431.2799639868557
305,1344,Pub,157,967.9093178031326
305,899,Restaurant,244,402.0381215294152
305,895,Restaurant,2,1415.4564874066948
305,1343,Pub,161,1240.5099263437198
305,893,Pub,92,1395.1853521156077
305,892,Pub,76,1381.8452254194715
305,894,Pub,102,1480.87280179985
306,1805,Restaurant,7,2071.8904849855194
306,1804,Restaurant,255,404.2150579268926
306,1802,Restaurant,4,937.0445438616468
306,1801,Restaurant,9,1542.1913566822116
306,1799,Pub,303,1625.1448909807305
306,1800,Pub,37,1302.941439077529
306,1344,Pub,13,5555.133432253467
306,1342,Pub,12,4854.200312423619
306,899,Restaurant,1,4700.901734999041
306,448,Restaurant,1,6002.334707903212
306,1798,Pub,35,1591.5384734943236
307,899,Restaurant,5,1540.6085680150877
307,1344,Pub,34,2230.6386415182706
307,1349,Restaurant,1,1201.932850728046
307,1343,Pub,44,2098.2510941990804
307,898,Restaurant,12,616.5205873316069
307,893,Pub,300,985.5622820668096
307,895,Restaurant,93,984.1847891667954
307,894,Pub,42,930.6872738939315
307,892,Pub,253,1095.5455936586343
307,896,Restaurant,588,334.3603760263079
308,1805,Restaurant,133,341.2174188632773
308,1801,Restaurant,1,1098.7078962670143
308,1800,Pub,19,675.4375879363508
308,1799,Pub,23,356.9628164172301
308,1798,Pub,225,901.9491542376056
308,1346,Restaurant,8,906.1237299742864
308,1344,Pub,43,3890.6500508691774
308,1342,Pub,12,3467.171124132574
308,448,Restaurant,2,4552.233606300541
309,1805,Restaurant,3,1014.3403012481702
309,1802,Restaurant,8,1142.5821419133852
309,1801,Restaurant,132,652.7098672047883
309,1800,Pub,71,810.6822102860506
309,1799,Pub,59,842.7391886165423
309,448,Restaurant,7,4098.985405034688
309,1348,Restaurant,322,2569.92276871763
309,1344,Pub,29,3556.3297026868117
309,1342,Pub,42,2974.013773254704
309,899,Restaurant,2,2711.61188894246
309,1798,Pub,285,487.1126915224175
31,1343,Pub,19,956.186347063116
31,1801,Restaurant,322,4253.62451711826
31,1344,Pub,64,1381.767246908432
31,897,Restaurant,91,931.6460575862898
31,899,Restaurant,13,1650.149778812313
31,895,Restaurant,45,1073.7111317900942
31,894,Pub,27,1102.2738448098576
31,893,Pub,169,1081.3578779125598
31,892,Pub,26,984.5450387998
310,1802,Restaurant,17,1890.360700957952
310,1801,Restaurant,3,1932.854208115644
310,1800,Pub,361,1561.196676170022
310,1799,Pub,34,1180.0784442302845
310,1798,Pub,39,1735.62404068907
310,1346,Restaurant,290,133.88321511704544
310,1344,Pub,20,3562.20630823944
310,1342,Pub,31,3409.664299583667
310,899,Restaurant,2,2859.899900564107
310,448,Restaurant,1,4381.8258935704935
311,1344,Pub,42,2391.576122323561
311,1343,Pub,46,2253.018915088448
311,896,Restaurant,111,475.512405856204
311,898,Restaurant,322,777.6081898579731
311,893,Pub,41,1128.1046624626083
311,892,Pub,70,1237.8011393105369
311,894,Pub,258,1067.061023334036
312,1799,Pub,5,1519.75735302431
312,448,Restaurant,11,3423.0809253140565
312,899,Restaurant,324,2086.5426650404274
312,1342,Pub,66,2289.6574297213574
312,1344,Pub,7,2943.194987984705
312,1345,Restaurant,116,1209.7333213920465
312,1798,Pub,10,1025.276828529575
312,1800,Pub,12,1492.9861539836886
312,1801,Restaurant,1,1092.8646198974534
312,1802,Restaurant,1,1801.6644171393484
312,1805,Restaurant,1,1588.4625731196425
313,1801,Restaurant,322,1932.854208115644
313,1800,Pub,4,1561.196676170022
313,1805,Restaurant,1,731.7392511341375
313,1802,Restaurant,1,1890.360700957952
313,1799,Pub,27,1180.0784442302845
313,899,Restaurant,1,2859.899900564107
313,1346,Restaurant,118,133.88321511704544
313,1344,Pub,2,3562.20630823944
313,1342,Pub,3,3409.664299583667
313,1798,Pub,2,1735.62404068907
314,1344,Pub,35,2398.915179078856
314,1343,Pub,52,2030.5441721000063
314,899,Restaurant,5,2228.3359166748646
314,897,Restaurant,276,604.4951952129213
314,896,Restaurant,322,1349.058887726102
314,895,Restaurant,100,1218.8414628998812
314,894,Pub,45,1161.466180945285
314,893,Pub,198,1239.1722656834168
314,892,Pub,168,1248.431435372893
315,1805,Restaurant,116,355.7839608829611
315,1802,Restaurant,7,1090.6414642618029
315,1801,Restaurant,4,1122.3447981294432
315,1800,Pub,141,737.2176777543697
315,1799,Pub,44,429.0102303546986
315,448,Restaurant,327,4489.404885435861
315,1344,Pub,37,3822.1201248104658
315,1342,Pub,45,3408.0729961363013
315,899,Restaurant,5,3019.7389154169746
315,1798,Pub,56,924.302298924513
316,1798,Pub,32,1543.7845225584183
316,1802,Restaurant,18,2347.7852627960647
316,1800,Pub,258,2058.660362316364
316,1799,Pub,29,2102.955693528646
316,1345,Restaurant,114,626.7176289148967
316,899,Restaurant,2,1672.4712160138513
316,1342,Pub,29,1749.512406785201
316,1344,Pub,28,2525.846431205998
316,895,Restaurant,322,1986.827047693728
316,448,Restaurant,2,2895.7168148843184
317,892,Pub,41,1259.45599919068
317,893,Pub,41,1260.4175057530044
317,894,Pub,60,1188.4226984755935
317,895,Restaurant,35,1240.2428993770066
317,897,Restaurant,258,617.892686176465
317,1343,Pub,257,1987.3759108617755
317,1344,Pub,29,2366.266171121108
318,1344,Pub,93,2385.664835117996
318,1343,Pub,28,2025.7009430888952
318,897,Restaurant,120,569.232574070685
318,899,Restaurant,3,2186.404871652499
318,894,Pub,47,1111.9677227643535
318,893,Pub,200,1192.826894240652
318,892,Pub,27,1208.4710256069602
318,895,Restaurant,339,1172.487877879258
319,1805,Restaurant,122,593.218453823101
319,1802,Restaurant,11,1270.146521932225
319,1801,Restaurant,328,1103.9125320526923
319,1800,Pub,149,903.0520081306992
319,1799,Pub,45,678.0212407482047
319,1798,Pub,44,909.9501787649912
319,1342,Pub,34,3132.215149642492
319,899,Restaurant,2,2746.6510278015576
319,448,Restaurant,4,4213.232715675459
319,1344,Pub,18,3554.0971926047964
32,1343,Pub,59,2735.3184676866563
32,1344,Pub,54,2438.984896545802
32,1348,Restaurant,120,119.77594554420622
32,1342,Pub,46,1309.8380505592331
32,892,Pub,39,2627.5218430189725
32,895,Restaurant,14,2610.164342490178
32,893,Pub,33,2591.343241764978
32,448,Restaurant,5,2308.8620264661317
32,899,Restaurant,328,1797.476673445917
320,1347,Restaurant,5,657.1530035400574
320,1344,Pub,51,1052.2463907360095
320,1343,Pub,356,1323.3182814682305
320,899,Restaurant,459,453.27746386791614
320,1349,Restaurant,5,626.460039454812
320,895,Restaurant,61,1454.6792116091397
320,894,Pub,42,1517.6592397873394
320,893,Pub,42,1434.34573395708
320,892,Pub,45,1426.7110362421788
320,898,Restaurant,1,1315.070221625093
321,1344,Pub,142,1866.2825635134648
321,1343,Pub,55,1773.9156214998202
321,899,Restaurant,26,1146.583338415414
321,898,Restaurant,342,285.38017889875056
321,895,Restaurant,96,761.8046751403558
321,894,Pub,54,735.5857856615521
321,893,Pub,370,755.5827114632136
321,892,Pub,33,858.9156555424357
321,896,Restaurant,331,311.262853195916
322,1343,Pub,45,2231.813640698943
322,1349,Restaurant,1,1326.2936108538995
322,1344,Pub,42,2366.9108566856817
322,899,Restaurant,1,1672.7645021953122
322,892,Pub,46,1220.8643533761194
322,895,Restaurant,83,1108.5902953432303
322,894,Pub,393,1051.7434549756565
322,893,Pub,56,1111.022997109766
322,896,Restaurant,229,457.8526691758135
323,1349,Restaurant,3,450.3186063649324
323,1344,Pub,47,1664.1614022737886
323,1343,Pub,241,1664.8017844873054
323,898,Restaurant,603,462.0129517679225
323,895,Restaurant,34,909.2745912811848
323,894,Pub,60,919.2210048122236
323,893,Pub,106,894.9352841744815
323,892,Pub,67,971.0584923549676
323,448,Restaurant,1,2354.2062912634306
324,1805,Restaurant,131,381.8410092767778
324,1802,Restaurant,3,1042.5526355911352
324,1801,Restaurant,325,1075.678036872059
324,1800,Pub,78,687.2881871504659
324,1799,Pub,80,392.8302587412909
324,1798,Pub,43,877.9650757779243
324,1344,Pub,37,3846.435493500888
324,1342,Pub,18,3417.989065453581
324,448,Restaurant,2,4504.2209882365205
325,1344,Pub,32,1257.3215535219765
325,1343,Pub,37,840.6371264643307
325,899,Restaurant,2,1467.2866003618565
325,898,Restaurant,322,1389.259351917225
325,897,Restaurant,114,844.4065826803309
325,895,Restaurant,19,900.5820078670009
325,894,Pub,165,935.304982384015
325,893,Pub,55,906.7521889802664
325,892,Pub,33,806.3251503679464
326,1344,Pub,109,1312.6502997274051
326,1343,Pub,35,897.4363455100524
326,899,Restaurant,346,1501.813086770553
326,897,Restaurant,298,801.0133448040552
326,892,Pub,48,804.8719056145128
326,894,Pub,45,924.7173087239828
326,893,Pub,228,902.005663534614
326,895,Restaurant,103,894.5988218258631
327,1802,Restaurant,2,1890.360700957952
327,1801,Restaurant,322,1932.854208115644
327,1800,Pub,27,1561.196676170022
327,1799,Pub,35,1180.0784442302845
327,1798,Pub,13,1735.62404068907
327,1805,Restaurant,1,731.7392511341375
327,1344,Pub,13,3562.20630823944
327,1342,Pub,14,3409.664299583667
327,899,Restaurant,2,2859.899900564107
327,448,Restaurant,2,4381.8258935704935
327,1346,Restaurant,121,133.88321511704544
328,1344,Pub,24,1233.1158770047284
328,1343,Pub,25,809.0347757855528
328,899,Restaurant,6,1507.3708548903826
328,898,Restaurant,322,1482.00172523205
328,895,Restaurant,63,996.8910145860297
328,894,Pub,27,1034.6990230382005
328,893,Pub,55,1002.1054423237872
328,892,Pub,94,899.358449227736
328,897,Restaurant,324,947.7271295957112
329,1800,Pub,13,2190.1841771135137
329,1801,Restaurant,322,1644.7879003332737
329,1802,Restaurant,2,2460.327383302999
329,1799,Pub,13,2264.892179548437
329,1344,Pub,13,2542.4648901619435
329,1345,Restaurant,121,483.9850805987571
329,1342,Pub,7,1682.7821161654826
329,1798,Pub,4,1647.6168407982384
33,1805,Restaurant,2,1714.124041943796
33,1804,Restaurant,122,484.6470768848353
33,1801,Restaurant,6,1507.8793555812756
33,1800,Pub,31,1063.0327373654843
33,1799,Pub,42,1303.3027256808552
33,1802,Restaurant,3,711.785867860356
33,1346,Restaurant,322,2501.8874734047185
33,1344,Pub,17,5409.529739182886
33,1342,Pub,58,4789.291983584931
33,899,Restaurant,1,4565.960112978784
33,448,Restaurant,10,5929.215211698833
33,1798,Pub,44,1499.4031402711753
330,1344,Pub,30,1475.147541746171
330,1343,Pub,295,1218.7706895960698
330,898,Restaurant,1,565.2921648132588
330,894,Pub,33,82.52216121046207
330,893,Pub,43,136.59551395125075
330,892,Pub,45,176.01950921282727
330,895,Restaurant,258,116.30698218781023
331,898,Restaurant,322,1509.971521408634
331,1343,Pub,156,829.9481598002883
331,1344,Pub,41,1255.0770800365483
331,897,Restaurant,284,959.7182926460004
331,899,Restaurant,12,1537.9979909153662
331,894,Pub,49,1060.406151546442
331,893,Pub,37,1029.2645281628888
331,892,Pub,36,927.1314669767836
331,895,Restaurant,81,1023.7478337176506
332,1802,Restaurant,13,2561.257014735974
332,1801,Restaurant,4,1749.056787721519
332,1800,Pub,166,2287.386241631476
332,1799,Pub,35,2353.2250312520223
332,1798,Pub,31,1749.3509767413527
332,1805,Restaurant,324,2418.0122807946336
332,1344,Pub,30,2445.801878224514
332,1342,Pub,47,1577.408780385709
332,899,Restaurant,3,1611.528178568659
332,448,Restaurant,4,2726.34802890542
332,1345,Restaurant,106,383.5597599027848
333,1805,Restaurant,1,2442.345790401855
333,1801,Restaurant,326,1763.1116364418078
333,1800,Pub,20,2306.3794977175808
333,1799,Pub,19,2375.11883425561
333,1798,Pub,36,1765.8304529555355
333,1345,Restaurant,123,365.8846508967688
333,1342,Pub,23,1567.8751213496578
333,899,Restaurant,2,1614.6288087437058
333,448,Restaurant,2,2716.4294785925035
333,1344,Pub,20,2446.134657327992
334,1800,Pub,39,680.5641029450868
334,1805,Restaurant,282,416.868972614516
334,1802,Restaurant,1,877.3506892687568
334,1801,Restaurant,5,1360.853797826737
334,1799,Pub,123,328.07305546039606
334,1798,Pub,76,1191.650717060867
334,1346,Restaurant,1,1205.5559209630696
334,1344,Pub,137,4415.739497634047
